29,+00.5770,-00.936,+00.109,-09.737,-00.001346,+00.000335,+00.000016*4B
$VNQMR,+0.047164,-0.006253,+0.998856,+0.004911,-00.3439,-00.0105,+00.5730,-00.904,+00.119,-09.744,-00.000048,-00.000518,+00.000349*49
$VNQMR,+0.047167,-0.006253,+0.998855,+0.004907,-00.3441,-00.0091,+00.5754,-00.941,+00.119,-09.748,-00.000067,+00.000924,+00.000776*42
$VNQMR,+0.047187,-0.006244,+0.998855,+0.004898,-00.3449,-00.0115,+00.5772,-00.932,+00.112,-09.738,-00.000318,+00.000352,+00.000054*43
$VNQMR,+0.047197,-0.006254,+0.998854,+0.004897,-00.3447,-00.0113,+00.5770,-00.936,+00.094,-09.746,+00.000390,+00.000911,+00.000904*42
$VNQMR,+0.047207,-0.006263,+0.998853,+0.004907,-00.3439,-00.0091,+00.5724,-00.924,+00.130,-09.766,-00.001872,+00.000840,-00.001329*49
$VNQMR,+0.047204,-0.006255,+0.998854,+0.004904,-00.3439,-00.0113,+00.5772,-00.909,+00.128,-09.737,+00.000534,+00.000380,+00.000271*45
$VNQMR,+0.047205,-0.006259,+0.998854,+0.004898,-00.3441,-00.0110,+00.5762,-00.933,+00.132,-09.751,+00.000077,+00.000258,+00.000409*4C
$VNQMR,+0.047206,-0.006265,+0.998854,+0.004896,-00.3439,-00.0102,+00.5772,-00.930,+00.127,-09.765,-00.000413,+00.001789,-00.000048*4C
$VNQMR,+0.047209,-0.006267,+0.998853,+0.004890,-00.3447,-00.0094,+00.5770,-00.928,+00.141,-09.714,-00.000539,+00.001083,-00.000074*41
$VNQMR,+0.047224,-0.006271,+0.998853,+0.004884,-00.3444,-00.0097,+00.5756,-00.925,+00.095,-09.721,-00.000428,+00.000257,+00.000676*42
$VNQMR,+0.047235,-0.006269,+0.998852,+0.004881,-00.3444,-00.0113,+00.5762,-00.919,+00.112,-09.728,-00.001243,-00.000794,+00.000322*4F
$VNQMR,+0.047246,-0.006254,+0.998852,+0.004883,-00.3452,-00.0102,+00.5762,-00.934,+00.115,-09.734,-00.000032,+00.001076,-00.000129*43
$VNQMR,+0.047270,-0.006258,+0.998851,+0.004886,-00.3457,-00.0116,+00.5746,-00.902,+00.108,-09.767,-00.000528,-00.001280,-00.000301*4E
$VNQMR,+0.047257,-0.006249,+0.998851,+0.004887,-00.3457,-00.0110,+00.5780,-00.911,+00.098,-09.728,+00.000533,-00.001021,+00.000642*46
$VNQMR,+0.047252,-0.006241,+0.998852,+0.004888,-00.3439,-00.0113,+00.5770,-00.913,+00.118,-09.755,-00.000075,-00.000006,-00.000501*45
$VNQMR,+0.047252,-0.006249,+0.998852,+0.004890,-00.3441,-00.0107,+00.5756,-00.904,+00.096,-09.750,+00.000356,+00.000640,+00.000985*4E
$VNQMR,+0.047253,-0.006239,+0.998852,+0.004892,-00.3449,-00.0099,+00.5764,-00.929,+00.102,-09.723,-00.000126,+00.000043,-00.001277*45
$VNQMR,+0.047248,-0.006256,+0.998852,+0.004893,-00.3449,-00.0113,+00.5772,-00.915,+00.113,-09.733,-00.000929,+00.001472,+00.000069*47
$VNQMR,+0.047244,-0.006260,+0.998852,+0.004897,-00.3447,-00.0123,+00.5767,-00.925,+00.114,-09.766,-00.000041,-00.000366,+00.000353*4F
$VNQMR,+0.047251,-0.006252,+0.998852,+0.004908,-00.3449,-00.0113,+00.5770,-00.935,+00.130,-09.727,+00.000116,+00.000648,-00.000717*4C
