4.96,0,0,0
5.04,4,4,4
5.12,12,12,12
5.2,15.4896085536277,20,20
5.28,16.7612173830579,28,28
5.36,17.8088577873885,32.3126678974694,31.0355634962875
5.44,17.856081660736,34.5674396933472,31.7693941056612
5.52,19.1044965583734,36.2208122061125,33.3809300608009
5.6,20.1449761428183,37.5633803590094,35.3082847810618
5.68,20.1517386825093,39.414584815824,37.0342610527845
5.76,21.370884140523,41.1307433853511,37.7697785781745
5.84,22.388191862327,41.8411006757607,39.7949204924513
5.92,22.3468395729322,43.4132662673827,40.6884612147577
6,23.5330513920023,45.0591474943544,42.3584317264724
6.08,24.3325905776998,47.3888951499154,44.0020613002739
6.16,24.9767021688912,48.1469051017476,44.5636069303008
6.24,25.5883829627852,50.0360235300085,46.1551574854142
6.32,26.1617310638437,51.70390879975,47.6977210809838
6.4,26.6935318251688,52.2561440132744,47.9843701772494
6.48,27.1815836709805,54.024828905217,49.4237370485993
6.56,27.6192160000197,55.4835397491831,50.8237898451322
6.64,28.0049742225067,55.7296595480517,50.7989472038705
6.72,28.3382218124936,57.1230440467913,51.9970019799245
6.8,28.6104364612879,58.4775347967753,52.9390705596758
6.88,28.8220869239669,58.3661857349362,53.1519603101648
6.96,28.9702352122459,59.5684204439988,53.2819192006151
7.04,28.9983046284609,60.640632367487,53.5901096976134
7.12,29.0191176099682,60.640632367487,53.7830990100929
7.2,29.0191176099682,61.1734955246803,53.8370840974423
7.28,29.0191176099682,61.2935543309288,53.8370840974423
7.36,28.8074800022862,61.3852801779542,53.8370840974423
7.44,28.5304416091668,61.3852801779542,53.5445478834412
7.52,28.189039788379,61.3852801779542,53.4829838470007
7.6,27.7756558261261,61.0783543283258,53.2015889517998
7.68,27.302208857729,60.655941383593,52.8930973072928
7.76,26.7660756589811,60.0325004826124,51.5707568720229
7.84,26.1204514497891,59.3971491769809,50.2977403861269
7.92,25.4878902032496,58.8710350377948,50.2654612753328
8,24.7908476750473,57.5161204624059,48.6820315100989
8.08,24.0480903966216,56.1827871290726,47.3013004812503
8.16,22.3331506227167,55.9798985337316,46.8294524706546
8.24,22.0486998174407,54.4622861959945,45.2218207981577
8.32,21.6196135079836,52.9176669293184,43.5429773268996
8.4,20.3697702760727,52.3892126673252,42.8204845690737
8.48,19.241090907422,50.7297036732673,41.0670122332381
8.56,19.0469001712843,49.0806797288212,39.3065641857032
8.64,17.7093427872416,48.3522774941929,38.1049824368974
8.72,16.3425892977807,46.5489013230484,36.201947844359
8.8,16.2627415079456,44.7871968785115,35.3906738215574
8.88,14.8736726127772,44.0649934654689,33.4046476996758
8.96,13.4904090838871,42.0776685614044,31.6132640428694
9.04,13.378261182584,40.4589449400976,29.9382940196795
9.12,12.0079512307629,39.1929338969399,29.2744983415617
9.2,10.6203459627026,37.3953033002168,27.7259593580561
9.28,10.5488207046384,36.609893477772,26.1822410526924
9.36,9.18296727381268,34.5510884162669,24.6633328355833
9.44,7.84541839684507,33.3269133683479,23.1250940105604
9.52,7.821457296648,31.5965589090606,20.8280661449539
9.6,6.48812396331467,30.9134236911218,20.2288024188847
9.68,5.19899964188551,29.0993712600156,18.6901836470843
9.76,5.24236682085438,27.4055812100108,16.7385776503932
9.84,3.95467561417012,26.7145342507914,15.0623103148551
9.92,2.76308459964561,25.0477836667516,14.479262910303
10,2.81425678231988,23.4201815186471,12.7760890233736
10.08,1.55640003101161,22.8600750110967,11.188067918847
10.16,0.516558670253061,21.2517433966523,10.6627462539745
10.24,0.556613469244394,19.7037538480484,9.06538290226693
10.32,-0.64755797162928,19.2859563177716,7.47431807972466
10.4,-0.738887157563871,17.7295159344355,7.09964481817336
10.48,-1.93003107571788,16.2446212235041,5.63056111132416
